class,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,69,17,37,70,43,19,66,65,94,88
1,17,46,64,47,37,16,38,17,37,34
0,88,53,39,2,8,96,56,87,40,98
0,19,10,90,73,97,26,38,79,53,13
1,89,68,21,58,80,90,51,23,30,61
0,1,49,41,32,56,71,43,94,87,93
2,53,61,59,64,83,19,78,79,32,28
1,94,99,2,53,85,49,43,89,92,36
0,9,5,86,54,1,77,82,55,32,24
4,69,81,32,31,30,49,85,29,40,76
0,57,8,16,73,38,60,15,37,37,43
1,88,77,37,23,48,53,39,91,58,60
0,10,33,7,88,6,40,59,40,58,45
0,53,93,61,26,92,27,9,76,54,55
2,59,25,40,91,43,98,95,31,41,84
0,21,55,48,10,80,41,12,53,89,61
4,56,80,58,72,47,10,15,6,30,64
0,10,61,80,11,39,50,77,17,30,94
0,30,49,97,27,62,19,21,17,85,40
0,39,71,89,62,35,1,53,22,35,90
3,18,15,32,23,79,18,39,74,52,15
0,37,11,50,17,48,39,68,99,30,55
1,80,50,58,88,56,50,78,22,86,70
4,68,21,32,50,86,34,78,39,5,69
0,30,4,68,38,83,74,86,17,18,14
4,88,15,89,95,87,81,71,28,30,64
0,89,65,58,87,9,89,19,29,71,76
0,8,84,59,84,88,96,65,58,13,91
0,53,47,64,49,84,81,17,28,66,65
1,51,3,7,26,92,83,94,64,82,27
0,12,44,64,45,68,56,97,87,10,77
0,10,46,97,48,13,96,51,79,64,76
2,20,55,40,55,26,81,38,6,79,90
0,46,88,97,17,41,13,62,17,38,89
3,1,57,15,73,15,99,53,32,85,17
0,18,50,36,47,64,18,38,59,87,88
1,87,37,50,27,25,42,82,25,63,7
0,32,21,32,33,92,31,94,1,37,28
2,59,53,88,4,45,34,67,50,23,51
1,60,8,64,55,45,22,17,46,30,12
0,12,70,99,32,27,18,39,91,6,18
0,69,66,61,90,88,18,15,63,10,11
0,13,7,32,54,12,13,96,15,10,88
3,86,73,32,27,59,46,40,31,64,68
2,46,21,32,67,86,82,75,37,18,89
0,17,11,76,53,20,51,73,64,64,88
0,2,30,3,64,17,43,67,8,21,9
2,62,58,18,89,86,41,65,65,63,56
2,2,17,76,26,34,13,41,32,43,23
3,2,17,53,28,52,77,51,23,1,40
1,51,21,67,55,31,86,17,28,73,34
0,12,37,66,23,86,9,3,17,85,13
2,73,18,43,11,48,60,62,76,55,92
4,99,61,58,47,47,31,19,65,41,55
1,62,21,25,42,1,21,75,8,97,34
1,2,58,37,31,58,62,91,6,12,94
1,17,5,89,67,7,81,15,21,54,40
3,16,0,88,12,86,40,32,92,46,54
2,48,82,81,42,70,71,56,60,18,30
1,77,5,77,47,75,48,56,23,36,71
0,0,30,38,82,76,4,8,53,32,31
3,25,83,64,74,61,37,17,9,58,61
4,32,35,90,45,48,53,53,53,21,77
3,68,33,82,79,83,86,41,31,87,87
4,52,27,71,79,48,19,15,91,3,93
3,77,0,12,67,49,8,12,77,64,60
1,91,30,47,79,59,67,15,19,0,97
4,35,61,64,66,1,10,1,19,36,19
4,48,25,48,59,36,8,78,66,49,48
1,26,3,37,73,25,82,15,66,66,34
4,94,50,48,95,1,41,86,21,32,9
1,55,47,76,78,75,7,16,37,13,44
2,36,25,69,89,28,13,39,59,78,99
1,32,81,58,96,93,25,15,26,43,55
4,21,64,37,47,25,51,12,79,92,71
0,72,51,94,80,39,9,67,87,64,27
4,2,8,32,73,75,92,33,52,43,13
1,96,30,35,95,24,50,94,37,10,61
1,89,66,11,73,84,35,73,53,36,84
0,32,24,34,51,92,10,83,56,10,94
3,36,31,28,31,47,64,86,48,35,27
2,37,0,2,90,93,87,86,76,92,65
1,77,3,39,31,4,88,3,19,85,73
3,53,80,63,23,70,84,10,2,80,83
0,55,7,81,89,1,21,78,42,11,44
1,62,29,37,79,91,82,38,22,50,18
0,85,77,77,19,20,88,35,68,41,56
0,1,11,61,36,76,10,10,99,34,68
0,39,70,9,54,36,1,94,44,47,92
4,82,2,68,3,73,8,35,69,97,41
0,82,57,89,27,43,82,86,83,4,11
0,10,3,58,96,62,87,35,29,62,96
3,19,27,71,67,99,75,64,50,63,65
3,25,6,88,54,48,8,43,92,95,34
4,54,53,63,3,84,27,59,32,64,22
3,67,55,28,96,35,83,15,95,87,97
0,55,58,64,94,39,8,43,8,65,96
4,69,0,19,34,58,24,84,48,61,58
4,26,51,17,78,97,93,37,7,31,78
1,93,3,80,24,45,86,43,91,66,90
0,73,93,83,23,92,11,34,52,49,30
1,9,23,61,42,25,8,38,8,70,74
2,16,77,71,94,40,67,7,28,4,89
1,36,58,82,73,75,8,73,20,14,80
4,17,7,57,8,6,72,26,20,48,65
0,63,81,18,24,96,81,49,28,40,77
0,23,64,32,89,30,8,36,64,78,76
0,34,81,80,80,15,10,56,29,52,18
3,6,30,63,73,40,83,83,79,52,94
3,81,96,32,54,35,19,64,80,41,68
4,51,6,12,8,30,41,39,87,87,62
3,86,23,64,96,66,87,43,62,87,14
0,88,66,27,69,77,16,78,52,91,96
2,15,7,22,94,92,40,41,32,64,40
4,1,57,53,26,70,83,36,1,16,22
3,89,3,43,91,50,35,6,92,49,17
3,26,60,3,25,4,35,64,60,93,55
0,16,10,11,5,79,90,35,60,76,58
4,69,50,64,37,32,93,14,78,83,81
0,21,31,64,67,39,93,12,76,37,97
4,19,66,81,79,38,18,38,32,40,28
3,49,55,9,15,1,20,43,20,12,68
4,84,57,7,54,62,25,74,91,91,24
2,91,52,32,31,48,34,15,79,95,28
0,89,66,54,79,48,25,63,19,15,34
0,36,50,9,73,80,76,39,87,65,11
2,76,38,75,0,61,14,55,7,17,88
0,32,91,81,54,37,34,86,87,12,65
3,20,6,24,24,43,10,94,66,10,44
2,19,48,93,31,78,72,92,19,16,22
0,36,81,33,91,1,75,26,52,16,97
0,12,72,61,36,84,33,21,21,38,52
1,54,40,86,75,88,49,68,64,89,24
4,68,93,76,2,12,51,19,78,13,87
2,80,0,54,64,37,96,86,21,5,90
4,47,26,78,52,59,93,43,83,33,25
4,2,18,23,23,36,85,76,32,10,8
1,21,25,60,73,68,90,82,52,85,44
1,23,40,86,26,34,41,43,79,75,29
3,96,2,3,37,63,77,29,16,59,33
0,2,28,0,85,83,10,33,0,66,96
4,49,6,70,38,30,86,12,47,52,18
1,2,29,41,1,85,8,44,64,95,56
4,15,96,48,27,49,63,14,66,37,9
1,66,90,22,38,13,74,85,91,87,52
2,48,33,22,90,43,31,52,89,87,68
0,53,80,87,47,55,25,55,91,84,61
1,37,53,98,94,12,61,56,50,64,28
4,84,52,32,55,79,92,82,29,59,68
4,52,40,54,37,56,92,52,52,70,54
1,68,87,48,74,41,13,15,45,87,27
4,93,57,35,53,47,73,43,65,16,48
1,91,64,28,2,49,73,68,66,36,77
0,36,5,97,95,9,4,91,27,36,43
4,64,1,23,47,71,32,78,78,23,55
4,2,50,24,86,76,81,89,32,21,30
1,64,6,64,2,48,76,66,26,41,61
0,62,15,32,66,1,19,33,32,41,55
4,30,99,62,81,9,79,58,60,73,36
2,2,74,65,97,2,12,71,41,69,87
1,54,21,28,60,34,34,52,41,42,94
4,93,83,24,58,1,81,51,13,8,44
0,8,18,64,28,12,92,43,86,64,36
3,14,2,47,33,38,5,12,64,89,95
1,15,82,71,5,1,41,21,63,5,69
0,69,53,9,75,86,34,68,21,64,5
0,30,64,96,59,1,27,83,8,19,58
1,74,15,32,73,31,20,19,52,64,50
0,64,84,64,44,86,44,94,2,30,14
4,29,25,7,67,75,26,61,66,27,96
4,32,3,59,67,54,29,33,54,92,52
2,6,25,43,94,86,9,50,21,43,8
2,18,77,11,96,88,34,61,40,43,89
0,56,46,71,12,1,89,38,19,47,28
4,90,32,88,52,29,84,85,23,17,35
4,70,55,78,74,12,70,38,2,79,29
0,54,1,42,92,99,18,78,27,87,65
4,99,40,57,67,93,10,94,21,38,82
4,59,63,85,85,52,64,94,64,81,77
4,64,90,54,4,51,93,21,0,77,93
0,42,10,56,48,24,87,6,39,95,94
0,97,19,53,26,4,11,68,35,10,48
4,66,30,82,54,64,19,1,77,38,74
3,42,82,31,60,51,90,14,60,12,34
4,46,0,76,55,38,10,95,61,75,49
4,93,97,71,26,92,41,34,17,96,28
2,83,93,79,75,82,11,15,90,78,40
2,17,28,13,66,48,50,78,32,41,34
3,22,98,47,37,48,0,40,19,14,24
3,63,0,14,32,45,63,33,99,21,21
0,97,90,5,90,41,80,26,45,36,77
0,84,0,50,47,68,97,56,44,49,61
4,47,7,32,2,75,15,78,19,54,69
3,63,42,3,32,72,47,55,83,8,67
4,52,74,62,81,49,51,9,11,87,89
0,94,8,39,23,20,81,43,21,91,61
0,2,47,82,31,85,81,43,66,53,40
3,92,73,16,39,34,86,71,2,31,24
2,59,33,64,14,49,19,78,19,87,59
4,84,8,16,96,13,78,19,41,19,61
0,21,10,76,85,39,18,33,29,70,36
2,13,27,71,14,86,97,51,12,9,61
4,87,27,25,35,85,41,82,4,58,84
4,49,39,5,3,97,8,6,48,51,44
3,26,14,5,52,63,54,13,60,19,16
2,25,64,97,96,56,81,75,87,12,34
3,69,21,60,80,43,77,56,6,87,27
2,41,55,68,82,64,93,53,54,45,71
1,16,51,77,24,61,51,92,49,74,97
0,99,31,18,79,75,10,51,29,73,55
4,43,90,66,10,54,0,71,91,33,90
0,32,60,71,53,62,34,26,76,7,43
3,50,12,79,47,94,13,12,35,60,71
4,16,95,32,37,1,99,31,93,69,80
0,68,25,32,91,6,70,27,53,4,76
4,3,17,79,9,79,46,11,81,17,31
1,32,18,64,89,85,68,46,52,43,94
3,32,49,32,37,25,41,56,29,74,96
0,12,24,35,27,24,90,75,63,94,17
4,63,42,65,41,1,8,96,57,64,43
4,53,97,92,78,78,63,90,52,64,72
0,88,21,23,79,24,2,78,71,59,10
4,36,66,68,12,70,0,52,65,17,76
0,64,79,61,85,92,43,19,99,0,29
4,49,64,9,58,83,71,43,53,79,77
3,41,67,71,78,61,32,6,75,62,64
0,36,99,43,25,66,67,73,51,91,34
1,43,77,10,58,70,66,59,83,66,44
4,92,54,95,59,49,44,21,1,12,22
4,82,34,32,74,54,51,55,76,87,59
4,84,3,85,10,83,68,64,17,82,19
2,91,31,15,23,66,49,35,53,72,74
3,36,78,44,89,69,76,55,29,95,14
2,63,26,2,96,69,2,38,80,56,62
0,4,17,71,96,66,42,65,25,98,14
2,18,89,21,25,60,7,27,96,60,31
4,83,30,45,26,2,84,86,18,64,94
0,8,50,5,54,1,80,59,53,97,76
4,37,97,59,3,51,81,58,28,29,60
4,29,64,41,84,49,25,15,89,38,74
0,74,78,74,4,3,34,98,24,18,70
3,65,8,87,3,18,43,90,90,35,24
3,52,22,18,93,63,43,20,83,17,21
3,21,8,43,90,76,42,21,5,37,34
4,55,24,89,96,91,41,29,69,37,54
2,48,0,32,48,15,54,60,68,73,77
1,52,72,89,85,56,99,50,29,10,99
3,31,23,26,58,1,31,13,60,64,79
2,72,40,37,85,25,81,91,53,40,43
3,14,48,53,72,2,92,71,40,23,3
4,69,77,8,45,59,90,72,13,19,21
4,14,91,11,3,79,1,47,79,40,51
3,31,96,54,94,51,51,55,69,52,79
4,25,51,63,71,35,93,43,61,12,2
4,99,55,79,39,76,66,46,1,17,83
0,21,50,37,84,20,53,42,99,87,56
4,21,35,53,62,2,22,15,30,92,30
4,72,1,53,58,4,25,89,43,11,84
3,80,57,85,32,4,60,28,52,32,82
0,32,25,80,47,25,20,51,20,35,71
2,88,64,84,3,31,49,65,48,20,34
0,52,50,15,10,8,51,59,52,57,65
0,83,78,28,89,1,40,78,60,91,52
4,42,91,49,52,59,48,27,1,41,92
4,54,9,55,35,21,13,59,69,84,41
4,62,0,45,5,68,52,90,24,64,79
0,88,53,37,25,78,48,41,8,20,96
1,32,33,54,85,30,87,21,78,27,8
2,54,73,63,5,70,66,86,16,92,87
3,54,80,8,38,53,54,9,83,23,51
0,75,1,57,62,45,29,92,91,59,40
4,89,96,6,24,37,87,71,44,38,33
0,96,11,50,60,43,42,58,29,79,81
4,90,77,49,51,54,54,17,4,11,9
4,31,76,77,12,2,36,14,18,85,37
1,47,51,65,20,71,71,88,56,11,29
4,53,69,37,81,54,27,53,78,77,79
2,3,96,64,64,92,73,51,52,70,14
0,77,29,83,72,47,22,82,19,63,94
0,18,96,59,42,57,93,41,42,55,33
4,68,18,7,19,48,85,23,31,64,18
3,58,66,79,66,39,86,59,17,42,45
3,69,21,65,58,70,24,12,24,31,51
3,3,93,59,25,34,71,39,60,79,34
3,62,1,52,45,85,12,21,18,78,36
4,47,96,81,72,9,85,7,43,17,3
4,22,70,65,26,74,91,82,38,30,72
3,97,67,71,72,2,99,61,7,77,58
0,34,46,19,27,49,93,27,77,96,94
0,91,56,64,31,48,62,6,23,68,55
4,30,3,24,80,83,55,11,26,33,21
3,69,94,3,70,39,16,28,18,12,94
1,12,35,19,40,82,35,65,91,87,96
3,68,82,67,65,26,37,38,30,59,24
2,27,23,28,23,25,41,5,19,15,65
4,96,21,74,36,92,71,52,53,14,91
0,20,25,57,49,91,39,17,48,27,34
4,53,28,68,74,59,51,53,47,27,91
4,84,77,6,69,80,99,26,2,14,9
2,47,67,63,5,70,44,85,80,24,65
4,63,54,19,40,13,32,27,41,63,83
2,88,47,61,89,52,37,52,53,6,1
4,16,95,43,80,2,10,91,60,52,38
4,2,11,61,91,43,81,21,99,72,52
4,65,87,93,39,83,54,53,47,17,83
4,43,68,79,64,31,57,6,41,42,3
4,25,88,47,88,1,48,19,48,54,86
4,64,51,24,24,4,2,14,57,53,74
4,69,98,58,32,13,3,56,2,33,21
2,53,73,18,70,2,87,90,0,23,3
4,18,81,63,52,25,22,3,66,98,43
4,1,37,76,94,58,54,33,76,64,3
3,47,68,36,33,78,1,55,18,62,22
2,99,78,3,37,37,83,72,87,75,59
0,75,72,99,45,93,18,87,65,64,90
2,12,63,44,70,30,54,86,6,85,18
4,22,73,62,0,70,99,34,31,77,79
4,63,49,31,9,30,40,76,82,2,22
0,47,18,58,78,1,18,62,23,13,34
4,50,88,32,8,55,34,52,4,11,67
4,58,64,81,54,70,54,21,47,23,77
4,42,33,75,0,84,72,64,54,56,16
0,63,8,49,0,60,60,55,65,11,67
0,63,32,59,59,13,74,6,2,42,83
2,51,12,62,74,4,87,38,22,35,51
4,70,22,48,3,57,64,14,4,42,22
4,94,79,3,4,61,86,90,21,58,11
4,43,51,2,5,1,51,47,3,17,25
4,82,21,23,52,58,8,55,60,42,94
4,29,32,71,74,51,34,27,28,23,41
2,68,64,5,24,84,8,94,65,85,99
4,41,19,15,80,64,62,28,53,19,93
3,69,52,63,34,13,20,92,83,77,83
2,15,77,81,26,70,52,56,35,91,77
4,47,64,14,58,14,96,62,11,53,13
4,21,86,65,33,33,2,37,35,77,71
4,63,68,12,61,69,49,14,18,35,41
0,11,38,89,74,13,8,72,4,64,25
4,26,88,53,52,32,38,71,69,85,83
0,36,28,30,26,24,72,22,69,56,0
4,15,78,93,60,90,51,15,95,27,62
4,26,28,63,34,97,56,61,32,64,24
2,8,8,66,44,92,87,37,7,83,90
0,2,30,80,48,85,81,4,87,43,76
3,69,49,5,96,29,62,13,18,19,90
1,52,15,6,38,59,77,17,69,64,77
4,21,75,49,55,4,99,32,18,23,36
1,90,3,59,31,90,24,28,41,64,64
4,85,91,51,13,52,2,27,16,39,22
4,6,90,47,64,80,34,56,31,13,17
4,42,52,68,32,58,38,97,31,64,16
2,47,46,2,3,97,54,76,47,16,3
2,2,49,43,94,59,76,88,49,77,99
2,25,93,24,85,41,86,68,87,87,98
2,31,1,76,93,6,65,67,53,14,35
3,14,0,48,58,51,14,64,22,78,74
1,41,13,81,58,6,38,43,76,77,87
0,52,61,15,61,49,99,93,42,78,64
4,86,67,71,96,39,52,6,60,87,58
4,88,8,78,60,62,89,53,4,83,80
4,61,4,68,44,95,90,60,1,22,74
0,69,21,5,54,4,33,16,8,72,93
4,26,29,65,59,66,64,56,18,97,62
3,81,67,91,41,83,86,30,60,59,36
2,94,68,48,11,60,34,56,64,14,56
4,22,49,7,93,59,12,47,13,16,64
2,51,58,26,64,1,72,66,18,27,72
4,62,24,68,47,48,65,90,83,17,35
4,42,11,48,60,57,83,47,83,64,79
4,49,54,79,73,54,14,19,9,64,55
4,7,83,52,58,50,38,58,15,17,38
4,69,90,98,0,62,24,20,75,56,91
3,58,1,38,58,5,93,19,60,22,16
4,31,1,84,88,1,93,43,0,90,77
2,87,78,86,43,49,8,68,37,91,96
3,80,70,88,12,70,17,43,4,52,21
1,23,37,32,81,70,25,15,69,77,31
3,54,77,63,71,78,8,34,55,62,32
2,62,88,47,75,70,93,38,13,25,24
1,0,85,44,62,19,82,33,80,23,90
4,84,78,45,81,83,57,81,32,23,90
0,82,28,79,52,1,81,56,1,19,83
4,62,27,14,3,13,41,56,83,58,36
2,51,79,64,57,4,73,56,48,62,8
4,9,88,6,51,83,38,99,78,11,84
1,2,57,77,39,13,67,9,56,37,36
2,54,89,32,95,64,96,52,20,59,14
3,69,7,44,81,21,48,86,70,16,78
4,37,13,35,61,13,45,72,83,17,83
1,24,51,47,97,26,87,14,35,45,85
2,42,28,66,41,57,65,43,11,64,96
4,43,40,65,32,46,95,22,31,64,94
4,69,14,75,77,3,3,55,40,23,8
3,53,10,71,32,60,86,58,2,26,91
1,76,57,52,32,97,92,76,18,8,76
0,48,98,37,51,26,88,22,18,32,3
4,47,1,18,45,68,1,34,23,23,32
1,2,15,17,3,4,66,55,83,73,97
1,82,11,96,0,60,92,52,80,92,17
4,29,7,68,58,97,51,83,69,17,32
1,17,85,86,68,22,87,19,83,42,24
1,82,66,6,8,59,66,53,30,17,62
4,50,44,90,80,83,17,35,80,98,31
1,2,77,78,59,90,54,3,41,90,41
2,3,63,38,12,23,42,40,18,3,22
3,48,95,63,38,85,66,42,91,90,16
0,63,77,62,69,64,45,81,34,23,60
2,74,43,62,34,13,56,11,85,86,87
4,26,42,64,43,29,84,19,19,58,42
4,9,21,94,78,51,83,59,29,24,97
4,50,13,15,80,36,81,76,95,16,81
3,69,34,18,58,19,2,58,83,87,29
3,77,95,5,58,49,32,55,40,38,55
3,50,31,38,35,58,66,7,18,72,65
0,74,25,0,47,41,20,66,65,10,94
4,80,13,5,47,5,79,12,60,25,56
3,43,43,59,59,39,41,27,14,55,21
2,31,83,68,81,62,90,82,1,91,63
1,34,28,54,75,70,49,84,60,23,87
4,67,23,92,80,1,43,25,85,23,65
3,35,78,77,0,70,75,56,44,16,83
2,14,74,15,58,77,66,13,86,17,87
3,53,23,37,59,63,96,88,69,69,49
1,25,86,68,24,4,88,6,38,4,22
4,50,67,87,52,50,40,13,69,73,36
4,2,44,53,34,2,76,14,12,87,39
4,36,13,53,58,21,44,82,2,12,29
4,89,58,64,99,82,42,68,1,85,76
4,15,1,13,20,70,70,26,17,93,3
4,84,13,5,24,70,79,45,48,77,75
4,3,4,16,69,46,20,28,43,17,44
4,69,82,3,59,97,3,4,48,61,22
4,43,0,32,47,33,66,90,18,35,44
3,50,95,59,58,83,66,26,83,91,88
4,74,77,54,41,8,8,21,48,27,64
4,86,23,79,81,2,34,15,80,64,83
0,94,57,75,15,49,51,85,65,17,56
3,18,82,37,81,80,93,72,60,77,91
0,40,12,52,16,25,70,10,60,45,97
4,2,22,26,32,30,73,35,4,72,49
4,19,52,64,58,32,7,60,57,30,75
1,96,55,38,12,58,63,64,71,54,80
3,74,94,53,88,86,76,91,76,23,84
3,48,79,65,60,83,66,47,78,13,87
2,14,32,84,88,49,75,6,53,64,3
4,42,42,48,23,54,34,21,44,87,49
4,77,88,92,94,56,63,88,57,17,78
4,76,39,59,39,84,81,43,47,75,60
3,85,77,68,34,13,66,7,2,64,97
3,22,54,78,94,97,13,15,93,66,75
4,13,28,31,85,51,77,13,90,92,35
3,31,42,64,81,51,83,64,27,33,29
4,54,98,66,24,50,12,26,90,14,61
0,31,2,78,74,40,85,85,24,90,31
4,1,51,71,8,64,34,15,1,2,13
3,3,57,6,39,32,1,4,69,17,83
3,45,24,85,38,64,1,58,1,77,18
4,63,66,23,22,49,92,84,83,79,29
2,42,49,79,31,46,70,1,18,85,34
3,62,14,20,81,4,34,53,89,27,84
4,48,77,68,78,29,84,22,14,17,77
4,1,74,5,33,64,54,7,4,52,45
4,30,86,65,49,63,1,53,86,73,1
2,5,15,75,94,86,8,88,12,53,94
4,84,75,76,4,67,51,56,4,33,89
4,43,51,65,7,59,1,76,24,73,49
1,72,28,16,75,26,64,14,98,20,43
4,62,24,23,71,1,13,51,78,82,70
4,66,57,59,10,83,14,92,69,17,67
2,60,88,54,33,33,36,89,40,17,44
3,82,68,8,94,37,85,40,0,59,76
4,94,17,65,47,5,77,37,60,72,10
3,50,77,49,52,3,73,4,41,29,76
4,21,88,48,12,2,87,7,11,64,24
4,12,82,79,9,54,49,64,83,69,25
2,34,4,64,75,40,54,3,18,53,87
4,69,21,27,3,73,31,26,41,17,31
0,69,12,13,5,57,77,56,16,97,50
2,62,1,87,5,70,81,22,81,17,83
3,54,1,78,2,41,99,73,61,77,36
4,43,5,14,96,13,34,19,83,64,3
4,30,86,24,54,34,24,6,2,72,77
4,9,77,68,69,51,0,19,51,66,84
4,65,77,40,3,93,89,51,18,14,22
4,72,49,16,94,54,41,28,29,73,88
4,54,88,88,47,44,34,21,0,89,39
3,88,77,3,52,30,2,53,50,16,30
4,31,5,81,75,39,90,85,69,12,78
4,58,57,68,88,70,66,47,73,98,95
4,58,21,36,58,91,79,86,66,19,87
4,83,1,7,47,97,86,90,1,53,55
4,43,77,25,39,49,92,38,15,16,70
1,53,54,54,77,8,0,61,81,77,49
4,2,82,14,90,57,60,28,18,59,62
4,16,77,37,91,97,47,59,0,77,39
3,16,89,24,88,64,48,81,80,33,36
3,2,77,45,13,62,8,7,41,17,91
4,65,21,64,16,46,8,81,62,16,62
1,2,5,18,93,25,51,12,51,53,6
4,62,78,5,81,57,7,68,18,35,63
3,82,29,32,12,22,24,90,18,11,83
2,53,54,34,58,61,99,55,60,44,16
2,26,73,11,37,69,86,58,60,97,91
4,9,77,31,82,58,44,11,18,39,77
4,82,11,66,4,20,54,0,83,14,11
1,97,58,5,59,33,81,47,54,77,22
4,81,82,49,5,39,83,36,5,97,80
4,2,8,31,81,58,46,38,83,23,16
4,1,43,32,70,58,51,14,85,56,65
1,62,95,37,58,1,40,56,22,17,50
1,50,9,62,6,62,85,6,70,77,79
4,35,39,52,60,70,81,26,85,78,34
4,69,7,75,37,39,60,56,65,1,95
1,88,66,63,13,54,93,19,1,95,22
2,74,38,5,38,97,66,85,23,17,22
3,90,82,66,58,57,67,20,93,64,10
1,43,14,92,34,27,85,27,29,42,48
4,54,73,92,78,71,51,77,91,63,88
4,14,49,15,93,92,92,76,69,16,94
3,11,8,68,71,2,48,21,70,42,77
0,98,8,11,3,58,36,89,0,64,36
1,16,54,22,85,39,81,41,89,87,65
4,72,78,59,97,62,66,52,49,77,88
4,36,79,64,70,17,93,64,50,24,83
4,49,1,10,78,80,16,30,44,96,75
4,42,11,66,70,37,66,94,83,2,38
4,64,82,9,4,56,56,14,18,23,16
4,52,95,20,81,61,87,52,49,59,77
4,64,78,92,59,71,83,76,35,79,24
4,1,42,11,94,32,96,64,1,12,65
2,36,57,92,71,2,93,37,56,72,56
3,8,23,7,69,39,61,21,31,77,41
3,49,77,75,94,52,93,36,96,62,28
2,69,79,75,79,70,51,91,71,12,10
4,67,22,69,55,32,93,89,93,76,39
0,0,26,31,58,32,75,27,76,77,41
3,48,17,85,55,80,83,85,83,18,31
3,69,11,77,5,1,90,12,0,59,58
0,62,45,66,32,8,59,19,60,43,43
3,15,78,11,18,59,81,29,77,42,45
3,12,14,11,97,83,48,43,76,23,10
4,1,1,62,60,25,94,22,4,52,72
0,26,31,7,51,47,30,5,64,47,54
4,63,44,36,5,70,34,59,0,64,75
3,82,43,79,48,58,14,71,46,58,16
4,99,1,32,95,57,98,15,35,17,33
4,73,95,9,44,3,14,56,60,18,22
3,53,41,33,92,12,77,6,2,17,70
4,19,79,24,38,17,94,27,31,82,84
4,48,7,66,64,43,78,56,4,35,58
4,48,88,31,82,30,93,27,57,51,87
3,91,82,65,13,2,34,17,53,16,83
4,81,54,76,59,83,88,21,53,19,83
4,35,43,5,43,64,3,21,54,56,74
3,63,1,18,26,32,17,36,5,64,31
4,42,64,64,64,80,49,67,47,71,96
4,6,49,48,73,40,85,38,44,30,87
0,91,25,49,81,80,8,13,18,33,80
4,27,58,47,14,78,71,53,52,96,29
4,89,38,14,3,55,30,28,66,77,91
4,2,92,63,23,49,54,21,52,32,95
2,91,44,77,60,83,66,47,15,77,67
3,65,0,79,32,76,49,81,41,77,3
3,16,86,5,61,54,34,90,4,64,28
1,62,59,19,27,58,73,73,49,64,79
1,16,66,79,43,4,93,76,17,54,84
3,25,67,65,43,49,51,92,61,47,29
4,36,7,71,17,33,77,36,85,64,83
2,74,31,66,92,97,62,52,10,33,35
4,2,11,76,60,4,63,53,18,91,79
4,43,93,25,72,21,34,4,29,11,13
0,2,6,61,95,49,63,27,63,92,65
1,53,58,58,0,75,63,59,51,20,24
0,70,3,71,69,50,43,41,63,37,0
4,80,54,4,13,37,2,85,13,64,61
3,41,49,79,99,58,51,19,1,69,1
0,9,52,52,34,34,65,43,51,39,73
4,16,49,16,34,73,51,76,99,12,58
0,54,38,56,40,15,41,4,31,66,34
0,50,67,64,58,39,69,85,90,8,44
3,33,69,63,31,71,86,51,69,72,94
0,26,50,10,45,32,50,7,92,15,68
4,25,10,15,44,70,41,43,88,28,3
3,35,49,23,58,71,38,81,84,39,1
1,63,57,75,85,31,54,60,53,0,2
4,16,42,57,36,1,41,35,60,71,80
1,18,28,68,43,32,96,43,60,64,84
1,42,57,47,85,57,42,47,83,71,58
4,19,57,68,33,4,24,19,76,72,89
4,20,77,37,95,71,64,0,31,97,81
4,50,69,93,19,6,34,8,83,77,44
4,69,69,14,94,4,94,56,60,42,65
4,36,13,32,55,39,49,19,73,11,91
4,82,26,16,35,37,96,14,41,33,33
3,66,12,52,96,61,63,80,29,19,77
4,2,30,89,89,30,74,39,28,68,42
4,69,67,42,60,34,92,89,83,35,47
4,96,25,64,19,41,9,5,40,9,18
1,54,47,5,59,93,87,98,60,33,77
3,74,25,94,2,39,99,33,60,42,56
4,74,77,68,72,64,2,27,74,18,67
4,73,1,14,93,83,93,19,4,87,31
4,1,51,50,31,24,1,36,83,52,57
3,43,35,93,39,9,20,90,76,18,30
1,38,77,95,67,21,43,19,66,37,19
4,33,12,63,59,50,34,67,61,73,81
4,6,68,68,24,83,93,4,83,35,81
4,26,98,96,81,86,56,93,53,54,24
3,8,77,18,47,85,48,90,21,51,93
2,54,85,47,52,97,1,1,81,64,36
4,50,57,4,81,55,64,60,29,17,83
1,22,77,85,74,63,86,19,83,58,3
1,69,42,62,3,9,93,38,36,20,13
4,2,0,42,49,1,80,26,53,34,71
2,62,67,92,41,70,36,15,90,17,31
4,16,54,65,81,92,93,48,48,32,41
0,23,97,59,90,83,96,69,37,64,31
0,35,97,79,60,97,65,52,60,63,59
4,36,8,16,91,59,67,15,99,39,3
4,63,96,46,58,78,38,94,1,47,24
3,33,80,7,12,80,8,19,98,56,77
3,15,30,43,67,10,76,4,99,10,42
1,26,15,40,21,86,85,52,0,19,67
1,25,77,11,94,46,14,21,40,76,83
4,49,13,54,24,17,25,17,65,91,94
4,82,7,69,47,25,32,22,84,54,94
4,65,15,48,64,91,51,76,60,77,41
3,42,73,32,45,57,72,51,60,18,62
2,74,67,78,32,80,76,6,83,53,31
1,82,30,38,41,4,64,17,40,60,83
1,92,51,31,55,46,11,75,21,6,48
1,1,17,91,48,4,1,43,3,71,30
4,49,78,92,13,64,77,27,96,15,65
4,48,54,20,79,79,87,77,7,77,94
