x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,class
3,3,3,4,0,4,2,2,3,4,0,4,0,3,1,1,1,2,2,3,3,0,2,2,0,1,3,2,1,2,0,1,1,0,1,1,1,2,3,3,3,3,4,0,4,0,1,2,2,1,2
3,4,3,4,1,3,1,4,0,2,0,4,0,0,3,0,4,0,4,0,1,0,2,4,1,1,3,2,3,3,2,4,0,1,4,4,3,3,3,4,1,3,1,0,2,1,1,4,2,2,4
3,4,4,4,4,4,0,0,0,2,0,0,0,3,1,0,2,1,3,0,3,2,3,4,1,1,4,2,1,1,1,3,0,0,1,1,1,0,4,2,1,3,2,0,4,3,1,2,3,2,1
3,2,3,2,0,1,4,0,0,4,1,4,1,1,4,1,1,4,4,0,0,2,2,2,0,1,3,0,1,3,3,3,4,4,4,0,0,2,4,0,1,2,4,0,2,1,0,2,2,3,0
1,3,4,3,1,1,0,2,4,3,3,4,3,3,3,0,2,1,2,2,1,0,2,4,3,1,2,2,3,4,4,1,1,2,4,1,1,4,3,3,1,3,0,0,4,3,0,2,4,3,4
4,1,3,4,2,4,0,1,3,4,0,2,0,1,0,1,2,3,3,3,0,0,3,2,1,4,0,3,1,1,0,1,1,3,2,0,1,3,3,2,1,3,1,0,2,3,2,2,3,2,2
0,4,3,2,1,3,0,2,2,4,1,2,1,2,2,4,2,4,4,0,0,0,4,2,3,1,3,0,3,4,2,0,0,0,4,1,0,4,3,3,1,3,0,0,4,3,0,0,0,3,0
4,3,3,2,4,2,1,3,0,3,2,4,1,2,1,4,1,2,2,3,0,2,2,2,3,4,3,2,4,3,4,1,0,4,4,2,2,4,3,0,1,3,2,1,4,3,0,4,0,3,0
4,0,4,4,0,3,3,3,1,2,2,2,0,2,0,1,3,1,4,0,4,4,0,1,0,1,3,4,1,3,4,1,0,0,3,4,1,4,3,2,4,0,2,0,2,1,2,4,1,2,2
3,4,3,2,4,4,1,3,0,2,3,0,0,2,0,3,1,4,3,3,0,0,3,4,0,1,3,4,3,0,4,3,0,4,3,1,3,0,2,3,3,2,1,0,2,0,2,2,4,3,2
4,3,3,4,2,2,4,2,1,3,1,2,1,0,3,1,3,1,2,0,0,0,2,1,1,1,3,2,3,4,4,1,4,0,3,1,1,3,3,2,4,0,4,0,3,0,1,4,2,3,3
1,3,3,4,4,3,3,2,0,3,0,3,2,0,0,1,1,2,2,3,0,0,0,2,1,1,3,2,4,0,1,3,0,2,2,0,1,4,3,1,1,3,2,0,2,0,1,2,4,3,4
1,0,3,3,1,1,3,2,0,2,0,2,0,2,0,4,2,4,2,0,0,2,3,1,2,3,3,0,1,4,0,2,4,0,4,3,1,2,3,1,3,2,4,0,3,0,4,2,1,4,3
4,0,1,3,4,1,1,4,3,2,1,2,1,3,0,1,1,4,2,3,1,2,2,2,1,4,1,2,1,4,4,0,0,2,4,0,1,4,1,3,4,3,1,2,2,0,2,4,2,3,3
4,4,3,1,1,1,1,3,3,3,3,4,2,0,2,1,1,1,1,2,3,0,3,4,0,1,2,0,1,4,2,1,0,3,4,2,0,2,3,2,4,0,3,0,3,3,3,2,2,3,2
4,4,3,2,4,4,1,4,1,2,1,2,1,1,4,1,4,0,2,2,3,2,3,1,1,1,0,0,1,3,4,1,1,2,4,1,3,2,2,2,3,0,4,2,4,4,1,1,4,3,3
4,2,3,2,1,4,3,3,2,2,0,2,1,4,0,1,2,0,1,4,0,0,0,2,1,1,3,0,1,3,3,0,0,3,4,1,0,2,3,0,4,0,4,0,3,2,1,4,4,3,3
0,3,3,2,1,4,0,4,4,2,0,2,0,3,0,2,3,2,0,2,0,1,0,3,0,1,3,0,1,4,4,3,4,2,0,1,0,2,3,2,1,4,1,2,3,0,0,4,0,2,0
4,3,4,4,1,1,1,2,3,4,0,3,0,3,3,4,0,1,3,3,0,0,0,2,4,4,0,0,1,1,3,1,0,2,3,0,1,2,3,3,4,3,2,1,3,0,0,4,0,3,3
4,2,3,2,4,1,1,3,3,2,0,2,2,3,3,2,1,1,3,0,0,2,0,2,1,4,0,2,1,4,4,1,0,2,4,0,1,2,2,2,3,0,4,0,3,0,0,2,2,2,3
4,2,3,4,0,4,2,2,0,2,0,3,0,4,1,0,4,1,4,0,3,0,3,4,1,3,3,2,4,3,4,1,0,0,4,0,3,0,3,2,4,3,3,2,3,3,3,0,4,3,4
1,0,1,4,2,1,4,4,0,4,1,4,0,3,2,4,3,1,4,2,0,0,2,2,1,1,3,4,3,3,0,1,1,4,3,4,1,2,3,4,3,0,3,1,3,1,0,2,1,3,3
4,3,3,2,4,3,0,4,3,4,2,0,1,0,3,1,1,4,3,0,0,3,0,4,1,1,1,0,1,3,4,1,1,2,4,1,3,0,4,2,4,4,0,1,2,0,2,0,0,3,3
4,3,3,1,2,3,4,3,0,2,1,2,1,3,1,4,3,3,2,2,0,2,0,4,0,3,3,2,1,0,2,1,1,1,4,1,1,0,3,2,1,4,1,4,4,0,1,4,0,3,0
4,2,3,4,2,2,0,3,3,4,0,0,0,3,0,0,1,3,2,3,0,2,3,2,3,3,2,0,4,0,0,3,4,3,0,1,1,3,4,2,1,0,4,4,3,0,1,4,0,4,1
4,4,0,2,2,1,4,0,0,2,3,2,1,3,0,4,3,1,1,0,3,1,0,4,3,0,4,0,1,3,4,4,0,3,1,0,1,3,4,3,4,4,3,0,3,2,2,2,4,3,1
3,2,1,4,1,4,1,3,3,3,0,0,1,3,2,4,2,0,4,0,3,1,3,2,0,1,3,0,1,3,3,0,2,3,4,1,1,4,2,3,4,2,4,2,2,0,2,0,2,2,1
0,4,0,4,1,1,1,4,4,4,0,0,4,3,0,4,1,0,2,0,3,0,3,2,0,1,3,0,1,4,0,1,0,2,0,2,1,2,2,3,4,0,1,0,3,3,2,2,2,3,4
2,0,3,3,0,1,2,4,0,2,1,4,1,3,0,4,2,0,1,2,1,2,3,2,4,1,1,0,1,1,2,3,1,2,0,0,3,0,2,2,4,0,1,0,4,0,1,0,1,3,1
1,2,3,0,0,4,0,3,3,2,0,2,1,0,2,0,2,3,4,2,0,1,0,3,0,3,1,0,1,3,4,1,4,1,4,1,1,4,3,3,3,3,2,2,4,0,1,4,2,2,2
4,1,3,0,2,1,1,2,1,2,0,0,1,2,3,1,2,0,1,3,1,1,2,2,1,1,1,0,3,0,4,1,1,0,3,1,1,2,3,3,4,2,4,2,4,0,2,2,2,3,4
3,3,3,1,0,3,4,2,3,4,0,3,3,1,4,4,1,4,4,2,0,0,3,2,0,1,0,0,1,4,4,2,0,3,4,1,2,4,4,2,2,3,1,0,2,0,1,0,4,3,4
1,1,3,4,1,1,3,4,0,3,0,2,1,3,4,4,3,3,2,0,3,2,2,1,1,1,3,1,1,3,4,1,4,3,2,1,1,2,3,2,4,4,3,4,2,0,1,2,0,3,0
4,3,1,4,2,3,1,4,1,3,0,2,0,3,3,4,1,3,1,2,3,0,2,4,3,1,0,0,1,0,3,1,0,0,3,1,3,4,3,4,1,3,0,0,3,1,2,2,2,0,2
1,3,3,4,0,1,4,4,0,3,3,4,1,1,4,0,2,0,4,2,0,0,2,2,1,4,3,2,1,4,4,2,0,2,4,4,3,2,3,2,3,2,1,2,2,0,2,2,1,3,2
0,3,4,2,2,1,0,2,3,3,2,3,0,3,3,0,2,1,1,0,3,0,3,2,1,1,3,2,2,0,4,1,2,4,2,2,3,3,1,1,1,3,2,4,2,4,0,2,2,3,4
3,3,4,4,4,2,4,3,3,4,0,0,0,3,1,4,3,3,1,4,3,0,3,4,0,1,1,0,4,2,4,1,0,2,4,3,3,2,4,1,4,4,4,2,2,0,1,0,0,1,0
4,2,1,4,1,2,1,4,0,2,0,4,1,3,0,4,1,2,1,3,4,0,3,2,3,1,1,3,1,0,2,1,1,2,0,0,0,4,4,2,1,3,1,4,4,0,0,0,0,3,2
4,1,2,1,2,4,0,3,0,2,1,4,0,3,4,4,0,1,1,0,3,2,2,2,3,0,2,0,1,4,4,1,1,1,3,0,1,0,3,2,1,3,1,2,4,0,1,2,4,1,4
4,3,0,2,0,4,0,0,1,3,0,2,0,1,0,4,2,1,2,2,0,2,0,4,2,1,3,3,1,4,4,1,0,0,4,0,3,4,4,0,1,2,4,0,3,0,1,2,0,3,2
1,2,1,4,2,4,4,0,1,3,0,2,1,4,0,0,4,1,2,3,1,0,3,4,1,0,3,4,1,4,0,1,0,4,4,1,1,4,4,3,2,2,3,0,3,0,2,4,0,3,4
1,1,3,3,0,3,1,3,3,4,0,2,0,3,0,4,3,1,1,2,3,2,3,3,1,1,3,2,1,4,4,1,1,2,4,1,1,0,3,3,1,0,2,0,3,3,2,2,2,4,1
1,2,3,2,2,4,4,1,0,3,0,0,2,4,3,1,2,4,1,3,0,0,2,4,3,2,3,1,1,4,4,1,2,2,4,4,1,2,4,4,4,3,4,0,3,0,0,4,4,3,1
4,2,3,4,1,3,1,2,0,2,1,4,3,3,4,4,2,1,1,0,4,0,3,2,0,1,3,0,1,4,0,0,0,3,3,2,1,2,3,3,3,3,0,0,3,0,0,1,2,0,0
4,0,3,3,1,1,4,0,0,3,1,4,0,3,0,1,4,4,4,0,3,0,2,1,1,3,3,2,1,4,2,0,0,1,4,1,1,4,3,4,3,2,4,0,4,0,0,2,4,3,0
0,2,2,1,0,1,3,1,0,3,0,4,0,1,3,2,2,0,1,4,3,2,1,2,0,1,3,0,3,4,4,0,0,2,4,1,1,4,3,0,4,3,2,0,4,0,0,4,2,1,0
4,3,1,4,3,1,4,4,0,4,1,2,1,3,4,3,1,1,1,2,0,3,0,2,3,1,3,0,4,2,2,3,1,3,4,1,1,4,3,3,3,3,0,2,4,2,0,4,4,3,4
4,2,4,2,1,1,1,1,0,2,3,4,3,0,1,1,3,4,3,0,3,0,3,2,0,1,0,2,1,2,4,1,1,1,3,4,0,0,4,2,4,3,2,0,3,1,0,4,4,3,1
0,0,0,4,4,3,0,3,0,2,1,0,2,0,0,4,3,4,3,3,4,2,2,4,1,1,4,2,4,4,4,1,1,2,4,4,3,2,4,2,1,3,1,0,4,0,0,0,0,3,4
4,1,3,3,2,4,0,3,2,2,4,4,1,0,0,4,4,3,0,2,0,2,2,4,0,1,2,0,0,4,4,1,4,1,4,1,3,4,3,2,1,3,4,2,3,0,0,4,2,4,4
4,2,0,3,2,1,1,3,0,4,0,4,1,4,1,4,0,4,2,2,3,2,3,2,1,1,3,2,1,4,2,3,1,0,0,4,1,0,3,2,1,2,1,0,3,1,0,2,2,1,1
1,2,0,2,0,1,3,2,2,2,0,2,0,1,3,1,2,0,1,3,0,1,3,4,1,2,3,3,4,3,0,1,4,3,4,4,1,4,4,2,3,0,4,4,2,0,1,2,1,3,1
0,1,4,1,0,1,1,4,0,4,0,2,0,0,1,4,1,3,1,3,1,2,3,1,1,0,0,0,1,3,3,0,4,3,4,4,1,2,2,0,1,3,4,4,2,0,4,0,0,4,2
1,2,3,2,2,1,1,0,2,3,3,2,1,0,4,4,2,0,4,0,0,2,3,4,4,1,4,0,3,3,4,0,1,2,3,3,0,0,4,2,1,2,1,0,4,0,1,2,2,3,0
1,3,0,2,4,4,4,2,3,2,0,2,1,2,3,1,1,1,4,0,4,0,3,2,1,1,3,0,1,3,4,1,4,2,3,2,3,2,3,3,1,3,3,0,3,2,0,2,2,3,1
4,3,0,3,1,2,1,4,0,3,1,2,1,0,1,1,1,4,0,0,3,2,3,2,1,1,3,2,3,4,2,3,4,1,4,4,0,2,2,4,1,0,1,1,3,0,1,2,2,3,3
4,1,0,3,1,4,0,4,3,3,0,0,0,0,1,4,2,1,4,2,3,0,2,2,1,3,0,4,1,3,3,1,4,2,4,0,1,0,3,3,4,0,1,2,4,0,0,0,2,3,4
4,3,3,3,1,2,0,2,2,4,0,4,4,3,1,1,2,1,2,4,3,0,3,4,2,1,1,2,1,0,0,1,4,2,4,1,1,2,3,4,2,3,2,0,1,3,0,2,2,3,0
1,3,3,1,2,1,1,4,2,2,0,4,1,3,3,1,2,1,1,3,0,2,3,2,0,1,3,2,1,3,4,2,4,3,0,1,1,2,3,3,2,2,3,1,3,3,0,2,2,4,2
4,0,4,2,1,2,4,2,0,3,0,0,0,3,0,1,3,0,1,0,4,0,0,2,1,4,1,2,1,4,2,1,0,3,2,1,1,4,2,2,2,0,2,0,4,1,0,2,0,1,2
4,0,4,2,4,1,0,2,0,4,1,4,1,3,1,0,2,1,1,2,0,2,2,2,3,1,4,0,4,4,0,3,0,2,4,1,3,0,2,4,4,3,2,0,4,3,2,2,0,3,2
4,2,3,0,1,3,4,2,2,4,0,2,3,0,3,3,1,3,4,2,0,2,3,3,0,2,1,0,1,4,4,3,4,0,3,1,1,2,3,2,1,2,2,1,0,0,0,2,2,3,1
4,2,2,4,0,4,4,4,0,2,1,4,0,4,3,0,1,2,1,4,1,2,3,2,1,1,2,0,1,3,3,1,2,2,4,4,3,3,4,2,1,3,2,4,1,0,1,4,0,3,2
4,2,3,3,2,2,4,2,0,3,3,0,1,0,1,3,1,3,1,0,3,2,2,2,3,2,3,1,3,4,4,1,1,3,4,1,1,2,3,4,4,3,1,0,2,0,0,2,0,0,3
1,0,0,4,2,1,4,3,0,4,1,2,2,0,0,4,4,2,4,2,0,1,0,2,3,4,3,2,3,2,4,1,4,2,0,4,1,0,4,3,1,3,0,0,4,0,4,4,2,4,2
4,1,2,3,1,4,1,2,0,2,3,4,1,3,3,0,1,4,1,1,0,2,2,2,2,1,4,0,1,4,4,0,1,2,0,4,1,0,3,2,4,3,4,4,0,0,0,0,0,3,4
2,3,2,2,2,4,4,3,0,2,2,0,1,0,0,1,4,1,3,2,4,2,3,2,1,4,0,0,1,4,4,3,2,2,3,1,1,0,4,2,3,2,2,0,2,3,0,2,1,3,3
1,2,3,4,0,1,1,4,1,3,1,0,0,4,4,1,3,1,4,4,3,0,0,2,0,1,3,0,3,4,4,1,1,3,0,4,1,2,2,3,4,4,2,0,2,3,0,2,3,3,3
4,0,3,3,4,1,0,3,0,4,3,2,1,0,0,1,3,4,4,2,0,0,2,2,1,1,3,2,3,4,4,1,2,2,0,1,1,0,3,2,1,3,0,1,3,0,0,4,2,3,2
4,1,3,2,4,4,1,2,0,3,0,0,1,4,1,1,4,3,2,4,3,0,2,1,0,1,0,0,3,4,4,1,1,3,4,2,1,0,3,3,1,4,3,4,4,0,0,2,0,3,3
1,2,3,4,4,4,1,0,0,3,0,3,0,2,0,1,2,1,1,2,3,0,3,2,1,1,3,2,4,4,4,1,0,0,1,0,1,4,2,3,1,3,0,2,3,3,1,0,1,3,4
1,3,3,3,0,1,1,4,4,0,1,4,0,1,3,1,4,1,4,3,3,2,3,4,3,0,2,3,3,4,4,1,1,1,4,1,1,0,3,2,3,2,4,0,4,3,0,2,0,3,0
4,2,0,3,1,3,1,4,0,3,0,4,2,2,3,4,3,3,4,2,0,2,3,4,0,1,3,3,4,4,2,0,4,2,0,2,3,0,4,2,4,0,0,0,3,0,0,4,1,4,2
3,3,3,4,4,4,1,4,3,3,4,0,0,0,0,2,1,3,3,2,3,0,3,1,0,4,3,0,4,3,4,3,0,2,3,0,3,2,2,1,1,4,1,0,4,0,2,2,2,3,2
4,3,3,3,4,4,0,2,0,3,2,2,0,4,3,2,0,4,2,2,0,0,2,1,0,3,3,3,1,0,2,1,1,1,4,4,1,0,3,0,4,4,4,0,4,3,0,2,0,3,3
2,2,3,2,0,3,1,4,0,4,3,2,1,0,3,1,3,0,2,0,1,1,3,4,0,3,0,4,1,4,3,3,2,2,4,2,0,0,1,2,1,4,0,2,4,0,0,2,2,1,1
4,3,3,4,4,3,0,2,3,3,0,0,0,3,3,0,2,3,4,2,4,2,2,3,2,4,3,0,1,4,3,0,0,4,1,0,3,3,3,2,2,3,1,2,1,3,0,2,1,3,2
3,0,1,4,0,1,4,0,0,4,1,2,1,3,1,4,0,1,2,0,0,0,3,4,1,1,2,1,3,4,4,0,0,0,1,1,3,2,3,1,4,4,4,0,4,0,1,2,4,0,2
4,3,0,3,4,2,4,4,0,3,1,2,0,2,0,4,3,0,2,0,3,0,0,4,0,1,3,2,1,0,4,0,0,2,4,1,1,4,3,2,3,0,4,0,3,1,1,3,2,3,3
3,3,3,3,0,3,4,2,2,2,0,0,2,3,1,0,1,2,4,3,0,0,2,2,4,0,3,4,1,3,4,1,1,3,3,1,1,3,4,2,1,3,1,0,3,0,0,2,1,3,3
1,4,4,3,0,2,1,3,0,2,1,2,0,3,1,4,0,2,0,2,3,3,3,2,0,1,0,4,1,3,4,1,1,3,0,4,1,2,4,1,1,4,1,4,3,2,0,2,0,3,0
4,0,3,4,1,4,2,4,1,2,0,0,3,0,0,1,1,4,1,4,0,0,3,1,0,1,0,2,4,4,4,1,0,3,0,4,1,4,3,2,1,3,1,0,2,3,2,0,0,3,2
3,1,3,2,4,1,1,4,2,3,1,2,0,3,0,4,1,3,1,2,4,0,4,4,2,1,1,1,1,0,3,1,1,2,0,1,1,2,4,3,3,3,4,1,2,4,1,4,2,2,1
2,2,3,2,0,4,1,4,3,2,0,0,1,3,0,0,2,2,3,3,0,0,3,2,0,3,3,0,4,3,4,2,1,4,4,1,1,0,3,2,4,2,1,0,2,0,0,2,2,3,4
4,4,0,2,0,2,4,1,0,2,3,0,2,1,1,0,3,0,4,2,3,0,2,4,1,3,3,0,4,3,2,2,0,2,1,1,1,0,4,2,4,0,0,3,3,0,2,2,2,3,0
4,4,2,4,1,1,0,2,3,2,0,0,1,3,0,1,2,3,4,0,0,4,3,2,1,1,3,0,1,3,0,2,1,2,4,4,1,2,1,4,4,4,1,0,2,0,1,4,0,2,1
4,0,3,3,0,0,4,3,1,3,1,3,3,4,0,1,0,0,2,4,0,2,2,4,3,1,4,2,4,4,4,1,1,3,4,1,0,2,3,2,4,3,0,2,4,2,1,2,0,3,0
4,2,3,4,1,1,1,4,0,3,1,4,3,1,0,0,2,0,4,0,0,0,3,2,0,1,0,0,1,4,2,2,0,1,1,4,1,0,3,3,1,3,3,1,2,0,2,2,2,3,4
1,2,3,2,1,3,4,4,3,2,0,3,0,4,0,4,3,4,1,0,1,1,3,4,1,1,3,2,3,3,0,2,0,0,3,1,3,4,3,3,1,3,2,2,3,1,0,2,1,3,0
4,2,4,3,2,2,0,0,0,3,3,2,0,3,3,3,2,4,4,2,3,2,3,4,0,4,2,3,1,4,4,0,1,2,4,3,1,0,1,0,4,0,2,0,2,3,0,0,2,4,2
3,4,3,2,1,3,3,4,2,3,0,0,0,3,1,1,1,2,1,3,0,2,3,4,3,3,3,0,1,3,4,2,2,1,3,4,0,2,3,3,1,4,4,0,0,0,0,2,0,3,1
3,1,2,4,1,2,1,2,1,3,0,2,0,3,1,4,3,3,0,1,3,3,0,2,0,1,4,3,1,4,0,1,4,3,0,3,1,1,3,2,1,3,4,3,4,0,0,0,0,3,4
4,3,3,4,1,3,0,1,0,4,3,3,0,1,3,3,3,1,3,0,3,2,3,2,0,3,3,0,1,4,4,1,1,1,3,0,1,2,4,0,4,4,1,0,2,3,4,4,3,3,3
4,4,4,2,1,4,0,4,0,2,0,4,1,0,4,1,0,1,4,0,0,2,3,2,0,3,1,1,1,2,4,1,1,2,3,0,1,2,2,2,4,4,4,0,4,0,0,4,2,4,1
4,1,4,4,1,4,0,3,3,2,0,0,0,3,3,0,0,1,4,2,0,0,3,2,0,2,4,3,1,3,3,2,0,3,0,0,1,2,3,4,3,3,3,2,2,3,0,2,2,0,4
3,3,3,2,4,1,2,4,0,2,0,0,1,3,4,2,2,2,4,0,3,2,3,2,1,1,3,3,1,0,4,2,4,3,4,1,1,0,3,4,1,3,3,0,4,3,2,2,0,3,2
4,3,3,2,4,1,0,0,0,1,1,0,1,3,3,0,2,4,4,2,1,0,3,2,1,1,3,0,4,4,4,1,1,0,0,0,1,2,3,2,4,3,2,1,4,0,2,4,4,1,0
0,4,2,2,1,2,0,4,3,3,2,0,0,2,3,0,1,4,2,3,0,1,3,4,0,4,2,3,1,4,1,3,0,2,0,1,0,4,2,0,1,2,1,0,3,0,0,4,0,3,2
1,2,3,2,0,1,0,3,2,4,0,0,0,0,1,4,4,1,4,1,3,0,2,1,0,1,1,2,4,0,3,3,2,1,4,0,0,3,4,1,4,3,2,0,4,0,0,0,4,3,3
4,2,3,4,0,4,1,0,0,4,1,2,1,1,0,0,2,1,2,3,0,2,3,1,4,4,1,0,3,4,2,1,1,3,4,1,3,4,4,3,1,3,1,2,3,0,2,2,1,3,3
4,4,0,3,1,4,2,2,1,2,0,0,4,3,3,4,3,0,1,0,0,2,2,2,0,3,3,3,4,3,0,1,0,1,4,0,1,3,4,2,3,0,3,0,2,0,0,4,0,3,1
0,3,3,4,0,4,0,4,0,2,2,2,1,3,2,4,1,1,1,3,3,0,1,1,1,1,3,2,4,3,0,1,0,0,1,0,1,2,3,2,1,3,4,0,3,2,1,2,0,1,3
2,2,3,2,0,4,0,3,3,2,1,2,1,0,0,1,3,4,1,0,0,0,3,1,1,3,3,0,3,3,4,1,2,2,4,1,1,2,3,1,4,3,2,1,4,1,0,2,2,3,2
4,0,3,4,0,3,1,2,0,2,0,0,0,3,0,1,0,4,2,0,0,2,2,2,1,2,4,3,3,4,4,1,0,3,4,2,2,2,2,2,4,4,3,2,2,3,1,2,2,2,2
2,0,3,2,1,2,4,4,0,3,3,4,0,1,3,4,2,4,1,0,3,0,3,2,0,1,3,3,4,4,2,1,3,0,3,2,1,2,3,2,4,3,4,0,4,3,1,2,4,3,1
4,3,0,2,0,1,1,4,0,2,1,2,0,3,0,0,2,0,3,3,3,0,3,2,1,1,3,2,4,4,4,1,4,4,0,1,3,2,3,2,1,4,2,4,2,3,1,0,2,3,1
4,2,3,4,2,4,0,4,0,2,1,4,0,4,3,4,2,1,2,3,4,2,0,2,1,4,3,2,3,4,3,1,0,0,0,0,1,0,3,2,4,0,0,0,2,0,0,2,4,4,4
4,2,4,1,1,1,4,3,3,2,0,2,2,4,4,4,3,3,1,3,1,2,3,1,1,1,3,0,1,1,0,1,0,3,2,0,0,2,2,3,4,2,1,0,4,0,0,2,2,3,1
0,2,3,4,0,3,3,4,0,2,0,4,1,3,1,2,3,1,1,4,3,0,3,1,2,1,3,2,1,4,0,0,4,0,0,4,1,4,3,0,1,0,4,1,0,0,0,2,0,0,4
4,1,0,2,1,3,1,3,0,3,0,4,0,3,3,4,2,0,2,4,3,0,0,2,1,3,1,2,4,3,4,1,4,3,4,3,3,3,3,3,2,3,1,4,3,0,2,0,0,3,2
1,2,3,4,4,3,1,0,3,3,0,2,1,3,3,1,1,1,2,3,0,0,2,1,2,1,3,2,1,4,4,1,4,1,0,1,1,4,3,2,4,4,4,2,2,0,1,2,4,4,3
1,1,1,4,4,3,1,2,3,3,0,2,1,3,1,1,1,2,1,2,3,0,0,2,0,0,4,2,1,4,4,2,4,3,4,0,1,0,2,1,1,3,4,0,4,2,0,2,3,3,1
4,2,0,4,2,1,1,4,3,4,2,0,1,3,2,1,2,4,1,0,3,2,3,1,1,2,3,0,4,4,1,3,0,2,0,1,0,2,4,2,1,2,0,0,0,0,0,4,0,3,1
4,2,3,3,0,3,0,3,0,2,0,0,0,0,4,4,2,4,2,2,0,2,3,2,0,1,3,0,4,4,4,0,0,3,4,1,1,2,3,4,1,0,1,2,4,2,0,4,2,1,1
4,2,4,3,4,3,4,2,1,2,0,2,0,3,1,4,4,0,1,4,1,2,0,2,0,0,3,2,1,4,4,2,0,4,4,1,1,2,3,2,1,0,2,0,3,0,2,2,0,3,3
4,2,0,1,1,2,3,3,3,3,1,2,1,0,3,4,4,4,1,0,0,4,0,1,3,2,3,3,1,1,4,2,4,3,1,2,2,2,3,1,1,4,1,1,4,3,4,2,4,3,0
4,2,1,4,1,1,3,4,0,2,2,0,2,3,0,1,3,4,4,0,3,2,2,1,1,1,3,2,4,3,4,0,4,0,4,2,1,4,3,3,4,0,1,0,4,0,3,0,2,1,3
4,3,3,2,1,4,0,2,3,2,0,4,1,4,4,0,2,3,1,4,0,2,3,2,0,1,3,3,1,2,4,1,3,0,3,0,1,0,3,2,4,2,2,0,4,2,1,4,0,3,0
4,2,4,3,0,3,4,4,1,4,0,4,1,0,0,0,2,3,2,0,3,0,0,4,0,3,4,0,3,2,4,2,1,0,4,0,0,4,1,2,1,4,2,0,2,0,4,2,4,1,0
4,2,3,1,2,1,0,4,3,2,4,2,3,3,3,0,3,2,4,2,0,2,0,4,0,1,4,0,4,0,4,2,4,2,3,2,1,2,3,2,2,3,4,0,3,1,0,2,3,1,1
4,0,3,4,1,1,1,0,0,3,0,2,1,2,0,0,3,2,1,0,4,2,0,3,1,1,0,0,1,2,4,1,2,1,3,1,1,0,4,1,2,0,4,0,4,3,1,4,2,2,3
3,3,3,1,2,1,0,0,0,4,0,0,1,0,0,2,0,1,3,1,4,1,2,4,1,1,3,0,3,0,0,4,1,2,1,1,1,2,3,2,4,3,2,4,2,0,0,4,0,1,3
4,1,0,4,1,0,4,4,3,2,0,4,0,0,1,4,2,0,1,4,0,0,2,1,4,0,3,0,1,4,0,1,0,4,4,1,1,2,1,2,1,3,2,0,4,0,0,4,2,1,2
3,3,3,3,1,1,1,0,3,3,1,0,0,1,0,0,4,3,2,3,3,0,0,3,3,0,3,1,1,0,4,3,3,1,4,3,1,2,4,3,1,0,1,4,4,0,2,0,0,3,4
4,0,1,4,1,3,1,3,1,2,0,4,0,3,4,4,4,3,3,2,4,1,2,4,2,3,2,2,1,4,0,0,3,0,1,0,1,2,3,3,4,3,4,4,4,3,0,2,4,4,0
2,3,4,2,4,4,1,3,1,3,0,0,1,3,3,2,0,4,2,0,3,1,2,2,1,3,4,0,2,4,0,1,1,2,1,0,1,4,3,2,4,3,4,0,4,0,0,2,2,3,3
4,3,3,4,0,1,3,3,0,3,0,0,0,3,0,1,2,4,4,4,3,0,3,4,3,1,3,0,4,3,3,3,0,1,4,2,0,0,3,3,4,4,3,0,2,3,0,2,0,3,3
4,3,1,2,0,2,1,3,1,2,0,2,2,0,3,1,2,0,3,2,0,0,1,2,1,4,3,0,4,3,4,1,1,0,3,2,1,2,4,3,4,2,2,4,3,0,1,2,1,3,2
4,2,0,3,1,3,0,2,3,1,0,4,0,4,1,4,3,1,2,4,3,0,2,4,1,1,3,2,1,4,0,1,1,2,4,0,0,4,3,2,2,0,2,0,2,0,2,0,0,3,4
4,2,2,2,4,4,1,0,2,2,2,0,0,3,4,1,1,2,2,2,0,0,1,2,1,1,3,1,4,2,0,1,1,2,4,4,3,2,3,2,1,0,0,0,2,0,1,0,0,4,3
4,2,3,1,4,1,0,0,0,4,0,0,3,0,3,4,1,1,3,3,3,2,0,2,1,0,3,0,3,3,4,0,2,2,0,4,4,4,2,2,4,0,4,0,2,1,0,2,2,3,4
4,3,3,3,0,1,3,0,3,2,1,4,1,0,0,4,1,3,3,0,3,0,2,3,1,4,3,0,4,4,4,2,4,3,4,4,1,0,3,4,1,0,3,0,0,0,0,0,2,4,1
4,2,3,4,2,4,4,3,1,2,4,0,1,3,3,2,0,2,3,0,0,0,0,2,1,4,3,0,1,2,4,3,4,0,0,0,1,2,4,3,1,3,3,4,3,3,0,2,0,4,1
4,3,2,4,1,1,1,4,0,4,3,0,1,0,3,1,2,1,4,0,1,0,3,2,0,3,3,0,4,0,4,1,4,3,0,2,1,0,3,2,4,3,1,0,4,2,0,2,2,2,1
3,0,1,2,0,4,4,2,2,2,0,0,2,2,0,4,2,4,4,0,3,4,3,3,3,1,3,1,1,3,4,3,0,2,1,0,1,0,3,2,1,3,0,1,4,0,0,4,0,3,1
