class,x1,x2,x3,x4,x5,x6,x7,x8
0,89,211,251,131,251,32,2,121
0,208,147,76,74,128,191,115,85
0,224,197,85,74,44,225,247,76
0,95,101,144,88,69,5,69,192
0,51,101,76,128,240,114,103,63
0,161,36,14,43,135,97,155,210
0,73,48,38,189,33,29,1,56
0,127,134,58,154,22,35,234,48
0,174,217,82,202,135,152,70,254
0,113,77,168,37,81,29,90,66
0,149,155,114,147,63,78,195,76
0,161,78,252,231,82,67,251,238
0,4,103,144,11,40,96,89,213
0,194,170,70,5,224,249,45,250
0,248,54,252,5,126,254,1,62
0,224,39,204,147,127,152,56,103
0,181,85,133,110,63,85,78,70
0,205,121,72,178,73,168,202,183
0,162,213,2,25,224,0,61,198
0,69,71,45,178,23,209,154,44
0,47,189,216,30,189,238,126,131
0,113,92,9,104,120,29,164,205
0,4,189,42,145,240,64,77,87
0,113,197,107,134,5,73,70,225
0,201,235,160,128,149,246,5,250
0,193,148,105,55,115,131,3,152
0,66,190,56,7,169,131,14,143
0,27,146,172,64,134,88,110,155
0,92,164,97,21,180,92,165,23
0,117,166,234,254,129,98,177,119
0,4,190,76,11,236,152,77,58
0,248,179,105,146,61,176,6,86
0,128,170,146,80,169,235,26,154
0,13,83,139,42,180,29,17,110
0,53,26,24,115,84,67,149,119
0,119,25,151,239,176,100,110,245
0,248,128,219,228,135,66,47,123
0,141,131,161,228,55,116,138,202
0,139,20,202,113,40,97,180,213
0,83,164,5,64,217,93,184,142
0,65,226,76,106,6,190,141,70
0,70,60,238,49,19,126,103,91
0,119,24,173,239,43,194,184,9
0,216,208,169,199,19,78,62,155
0,6,20,104,175,227,113,207,235
0,57,207,167,30,149,44,173,0
0,154,12,31,230,102,73,196,154
0,204,56,28,7,240,22,19,187
0,37,22,251,23,115,119,136,6
0,8,67,120,223,254,215,124,170
0,50,192,188,80,191,159,251,58
0,10,167,41,45,17,112,135,175
0,68,16,7,103,160,22,12,82
0,50,232,193,76,65,146,130,165
0,126,136,63,132,245,38,154,113
0,160,152,175,222,151,226,162,163
0,161,222,216,26,84,228,155,28
0,50,111,128,253,150,129,198,244
0,88,224,101,162,165,0,206,163
0,174,134,47,65,211,97,208,129
0,165,98,52,36,200,116,126,187
0,135,189,220,226,102,199,165,26
0,61,199,97,104,191,149,124,183
0,130,207,76,147,191,190,202,233
0,170,25,193,129,245,184,237,209
0,197,155,142,53,33,30,242,72
0,139,200,190,251,197,176,77,184
0,246,87,235,177,7,29,70,10
0,68,78,100,130,148,25,177,110
0,14,226,224,141,210,68,221,103
0,125,130,29,36,126,152,175,12
0,86,126,128,254,7,27,211,12
0,60,132,34,34,72,152,154,178
0,59,197,115,102,197,152,48,188
0,10,152,140,42,148,246,103,37
0,203,195,196,130,141,32,128,28
0,100,197,36,64,178,87,88,245
0,149,119,200,126,15,92,172,165
0,224,159,224,153,115,177,200,53
0,75,61,224,89,254,152,138,158
0,61,67,55,103,56,98,25,80
0,88,28,158,40,134,226,240,74
0,31,42,81,45,241,145,202,121
0,204,60,7,16,126,108,152,214
0,137,123,33,176,55,152,133,225
0,215,44,24,16,96,244,61,218
0,242,198,55,213,96,206,155,147
0,24,238,234,30,119,114,238,138
0,213,16,156,83,92,45,19,27
0,132,30,34,242,151,146,5,34
0,134,10,24,136,34,190,204,155
0,126,122,56,34,55,58,30,191
0,160,169,105,203,212,205,206,218
0,175,246,63,51,227,152,178,58
0,126,126,200,65,166,154,155,252
0,91,237,201,157,19,255,27,115
0,189,176,232,166,229,117,135,245
0,248,94,7,104,203,246,24,101
0,59,236,217,241,160,82,129,192
0,144,223,79,151,68,244,94,76
0,4,177,29,214,180,176,73,43
0,222,197,35,239,112,206,93,205
1,47,205,7,192,80,225,115,241
0,201,92,22,183,63,131,191,213
0,26,250,196,149,169,236,29,210
0,110,130,105,64,148,191,78,87
0,219,179,105,220,246,149,7,233
0,85,138,172,214,166,246,29,137
0,225,95,5,46,154,226,152,232
0,169,109,70,134,0,79,152,123
0,175,21,146,189,60,184,113,17
0,231,148,135,214,209,32,175,34
0,110,57,210,27,1,47,43,205
0,71,25,142,51,68,100,243,92
0,223,179,123,80,134,153,39,174
0,28,28,37,53,121,151,65,199
0,211,103,29,61,246,131,5,26
0,117,156,201,13,192,98,7,6
0,70,170,144,251,66,84,172,199
0,133,114,197,124,230,244,202,248
0,118,146,100,157,102,181,39,213
0,237,164,4,115,37,146,172,13
0,126,45,47,202,55,169,8,213
0,160,199,130,42,127,238,254,108
0,136,251,84,49,121,68,144,254
0,158,197,234,66,162,134,94,124
0,26,95,158,203,246,131,154,254
0,204,160,120,152,21,44,153,95
0,169,251,188,251,227,59,91,64
0,79,176,132,59,24,225,244,10
0,43,208,41,11,76,219,26,182
0,18,187,7,172,240,58,21,70
0,231,254,11,128,169,139,110,95
0,154,156,168,253,236,26,129,225
0,254,54,55,75,204,132,195,111
0,208,77,155,75,166,39,242,83
0,27,120,170,18,120,159,103,91
0,137,47,147,234,33,209,244,254
0,222,241,55,83,58,73,221,110
0,75,62,123,176,243,113,21,116
0,67,65,173,157,208,78,252,156
0,113,2,128,51,69,186,28,37
0,181,59,0,168,68,181,94,115
0,154,116,156,31,211,82,14,39
0,149,24,77,213,96,126,94,250
0,79,254,13,124,2,159,245,20
0,219,190,158,147,120,134,153,254
0,112,61,216,16,68,117,76,20
0,237,125,90,136,134,180,247,248
0,91,157,146,46,26,233,92,80
0,235,202,193,77,230,47,198,50
0,119,14,247,188,78,25,167,213
0,254,170,233,155,15,246,9,74
0,97,103,105,101,170,52,101,91
0,181,165,212,203,217,169,151,251
0,224,71,206,222,38,146,204,101
0,194,158,100,150,15,55,28,233
0,125,113,128,192,55,127,14,188
0,20,34,139,79,5,151,116,20
0,141,190,81,103,82,228,99,254
0,105,231,229,45,240,205,138,155
0,68,116,96,30,229,68,243,186
0,167,44,77,27,88,193,179,136
0,39,78,57,80,199,126,172,113
0,204,32,141,153,227,244,12,129
0,50,197,13,162,240,113,138,155
0,161,101,52,242,50,226,202,235
0,225,95,19,253,193,46,3,188
0,105,61,144,27,241,39,171,244
0,95,10,23,186,23,201,111,123
0,230,57,216,126,247,32,57,102
0,211,246,229,5,41,223,130,199
0,133,0,39,255,158,194,19,238
0,126,168,141,255,166,1,76,43
0,125,170,105,66,126,132,141,135
0,60,207,216,209,39,126,200,184
0,7,186,39,118,66,117,164,138
0,210,197,216,29,112,193,179,80
0,170,199,9,118,123,44,77,204
0,88,42,181,46,6,29,5,42
0,150,34,41,16,68,186,94,9
0,126,2,26,241,186,228,45,209
0,47,224,181,241,227,153,9,110
0,49,119,175,214,98,186,206,119
0,254,54,230,242,82,248,200,131
0,133,32,76,118,216,124,62,64
0,126,71,9,227,255,153,182,56
0,166,179,196,7,80,226,47,244
0,42,159,137,61,240,238,46,34
0,50,136,168,32,253,32,116,107
0,116,6,31,23,208,179,103,56
0,5,136,197,203,166,177,45,119
0,204,169,151,145,112,246,126,213
0,133,119,7,74,80,190,234,131
0,110,33,61,253,68,92,212,86
0,188,32,13,202,219,229,38,186
0,7,181,76,187,147,201,133,63
0,129,211,85,94,19,199,85,75
0,212,4,97,147,126,169,42,36
0,224,119,238,118,211,30,213,38
0,117,197,56,15,37,154,175,21
0,211,83,56,183,2,59,224,241
0,170,95,200,198,211,248,202,28
0,134,35,149,82,23,126,82,113
0,194,244,118,181,130,122,211,161
0,241,87,7,96,50,25,43,248
0,188,47,162,242,68,207,167,188
0,197,157,132,18,95,83,77,34
0,215,234,217,26,50,113,245,28
0,43,157,197,75,120,190,244,83
0,161,94,120,104,207,35,136,103
0,202,170,219,44,120,54,62,225
0,214,165,21,70,60,82,8,249
0,68,119,180,203,96,181,158,234
0,208,12,103,187,221,157,87,221
0,48,164,72,114,211,46,19,87
0,172,65,55,74,65,117,1,11
0,27,92,210,203,246,208,162,231
0,163,61,70,203,17,118,61,111
0,89,21,20,61,63,68,154,150
0,29,88,14,222,240,109,12,163
0,74,249,29,13,219,152,5,9
0,156,220,151,80,180,152,8,27
0,70,25,29,49,2,246,23,72
0,93,189,56,161,189,131,134,192
0,66,29,76,111,218,22,180,66
0,122,87,238,217,55,225,19,178
0,126,18,65,255,116,249,70,91
0,211,160,24,46,74,225,115,254
0,254,189,137,104,55,55,77,18
0,139,57,201,192,60,163,101,138
0,12,110,32,25,140,244,164,48
0,225,60,77,111,11,225,129,205
0,130,39,249,214,230,179,43,76
0,65,141,132,222,112,148,202,234
0,12,101,209,75,126,179,126,244
0,254,232,232,97,159,143,90,48
0,204,72,16,21,106,85,110,53
0,133,190,190,123,103,158,29,71
0,22,244,31,141,124,175,129,13
0,65,160,189,228,50,152,117,123
0,149,251,39,34,56,168,12,117
0,183,71,238,64,151,92,24,37
0,72,238,149,16,12,206,252,87
0,7,6,107,203,197,22,11,252
0,255,108,153,209,88,250,9,39
0,38,164,229,51,101,225,27,119
0,65,192,28,187,73,32,26,229
0,113,231,217,140,246,39,24,58
0,137,85,5,239,169,159,100,34
0,55,160,71,228,65,126,14,183
0,222,248,29,7,211,152,21,131
0,223,110,7,239,222,169,152,6
0,97,89,193,80,11,132,192,44
0,204,179,233,252,113,44,93,6
0,61,155,156,96,5,32,101,223
0,121,157,76,46,251,29,94,202
0,170,85,252,214,169,179,217,28
0,230,117,180,123,150,194,77,162
0,204,21,9,222,39,159,29,9
0,51,4,22,242,4,108,26,83
0,204,140,229,213,153,167,1,158
0,133,205,135,125,19,54,249,34
0,146,226,76,230,115,165,238,151
0,174,254,233,255,102,92,222,245
0,181,160,204,104,197,30,29,221
0,242,185,173,211,253,106,63,228
0,92,208,213,30,253,68,154,74
0,61,25,82,230,68,46,26,159
0,97,197,128,83,240,79,138,4
0,68,71,148,75,131,54,177,66
0,4,71,144,196,178,142,208,248
0,81,71,248,136,236,32,174,25
0,133,197,21,18,9,127,15,87
0,165,5,193,157,7,22,115,252
0,48,130,224,120,232,132,77,119
0,205,47,161,36,36,17,43,6
0,89,62,60,249,17,152,1,202
0,172,229,239,147,146,236,90,72
0,47,223,143,26,53,78,184,74
0,148,200,42,198,19,34,85,108
0,255,169,26,117,180,113,145,83
0,86,39,76,242,222,93,8,34
0,209,87,3,203,55,199,165,95
0,117,239,21,64,115,207,160,183
0,149,212,1,244,130,190,245,153
0,31,5,209,42,246,39,62,76
0,137,199,36,155,115,163,164,71
0,211,130,152,109,82,132,126,6
0,149,161,128,64,251,113,9,101
0,242,226,76,40,8,165,26,11
0,26,103,14,170,33,29,103,44
0,126,10,193,242,111,153,36,190
0,88,10,128,51,191,164,126,25
0,42,72,78,183,16,117,69,91
0,65,156,100,123,86,166,165,36
0,76,160,76,252,238,18,14,42
0,97,238,77,203,251,66,45,50
0,117,61,229,26,83,120,30,254
0,214,146,217,26,12,98,224,245
0,8,135,202,94,240,225,251,103
0,49,226,8,94,178,199,206,43
0,248,191,63,43,68,245,10,28
0,248,192,156,11,234,16,81,222
0,19,189,250,79,68,25,165,123
0,70,197,2,94,70,70,191,89
0,226,170,103,127,197,180,197,178
0,93,231,107,20,111,73,78,223
0,237,241,7,128,94,39,30,137
0,126,98,106,251,88,206,27,158
0,128,22,97,203,19,81,172,223
0,126,198,197,239,68,152,133,153
0,232,103,7,198,55,177,202,218
0,87,169,222,251,227,19,154,42
0,255,240,210,16,117,166,158,209
0,121,88,206,230,40,158,26,152
0,155,212,103,29,191,97,105,66
0,231,77,39,36,36,194,172,56
0,248,12,81,234,255,69,91,225
0,205,176,197,232,68,238,129,106
0,160,0,38,145,221,244,166,251
0,134,108,56,245,211,203,126,225
0,121,44,206,46,222,127,35,231
0,201,134,105,129,123,7,138,34
0,47,101,63,147,162,154,77,202
0,65,208,156,200,60,228,78,87
0,112,85,252,131,43,134,104,11
0,41,14,175,151,44,132,10,9
0,146,20,156,239,55,146,164,213
0,68,67,137,126,88,132,103,28
0,164,157,181,79,178,84,208,228
0,187,80,56,251,191,45,6,118
0,122,226,21,53,126,39,27,24
0,118,231,29,87,144,64,85,150
0,61,34,215,117,68,46,162,235
0,210,160,77,125,180,97,184,37
0,13,244,161,37,189,196,225,86
0,208,148,213,158,5,192,240,82
0,65,155,128,19,204,200,155,174
0,173,199,173,203,207,208,218,21
0,117,226,185,247,254,226,26,248
0,174,157,217,34,227,85,191,137
0,135,94,206,230,23,191,201,15
0,170,54,56,11,137,118,172,252
0,68,119,45,200,204,54,124,42
0,133,92,197,23,63,182,220,248
0,138,103,49,149,100,13,19,81
0,93,167,58,46,228,152,88,102
0,148,232,20,90,240,17,200,152
0,94,246,39,154,168,20,194,0
0,18,151,0,118,55,123,214,103
0,66,250,154,159,201,159,138,199
0,248,25,252,132,127,44,159,12
0,95,61,173,220,197,244,218,24
0,86,217,24,239,3,194,147,204
0,208,130,158,87,69,82,124,110
0,181,197,93,92,5,67,165,87
0,88,223,20,52,82,143,212,0
0,75,121,77,161,19,246,195,154
0,13,92,46,16,96,157,37,58
0,174,179,228,87,205,170,90,252
0,193,141,144,16,156,152,159,0
0,8,240,252,28,173,106,222,91
0,149,254,230,177,74,7,85,254
0,160,72,128,155,97,17,215,156
0,154,134,252,30,254,179,229,24
0,162,60,132,200,116,169,46,91
0,143,96,4,141,240,92,48,158
0,138,138,76,35,134,47,61,233
0,40,198,83,104,211,119,35,214
0,57,135,56,202,63,96,254,124
0,207,21,229,64,39,87,93,182
0,223,0,252,20,245,73,169,56
0,55,60,221,241,229,193,228,194
0,161,205,166,198,162,118,77,173
0,68,39,114,66,138,223,62,138
0,209,224,16,75,126,84,238,146
0,70,207,133,17,109,81,105,110
0,149,101,72,209,76,131,174,53
0,97,128,189,75,232,156,149,34
0,138,179,238,216,231,126,193,152
0,1,197,179,178,154,97,138,50
0,178,94,69,237,189,159,181,53
0,68,194,10,79,9,134,77,42
0,152,10,233,16,117,179,77,43
0,91,130,100,156,199,117,106,91
0,42,71,204,107,116,196,244,10
0,216,161,90,23,69,176,200,38
0,165,19,151,238,134,146,154,119
0,174,130,201,118,60,122,71,35
0,94,157,7,75,130,132,236,188
0,1,237,55,210,219,67,166,110
0,116,190,77,23,155,35,85,15
0,113,16,190,128,149,228,48,244
0,242,169,229,25,88,208,90,53
0,154,111,128,45,21,159,70,18
0,237,88,114,46,100,245,10,177
0,24,229,2,7,233,12,143,221
0,65,217,213,42,11,201,162,199
0,28,134,193,94,60,11,87,166
0,52,95,250,157,97,100,126,18
0,215,77,151,255,219,237,1,147
0,148,30,216,40,12,132,191,34
0,65,77,175,41,80,48,50,217
0,179,20,252,46,68,159,21,204
0,42,60,212,20,138,154,184,107
0,71,167,189,155,174,115,26,173
0,195,139,252,99,121,85,62,131
0,111,178,243,30,205,130,202,118
0,48,139,72,247,49,130,103,0
0,208,72,9,222,188,223,162,245
0,197,232,213,51,63,89,144,155
0,125,176,180,64,211,246,66,224
0,71,26,72,103,134,44,154,248
0,122,230,98,198,204,208,48,98
0,30,13,249,225,219,108,113,44
0,4,63,114,200,150,246,100,155
0,224,61,221,243,12,158,43,135
0,68,4,105,169,211,78,179,230
0,149,136,185,5,174,236,220,53
0,255,130,69,81,150,244,133,101
0,57,64,101,46,163,202,42,213
0,197,255,25,203,208,39,229,51
0,230,85,214,224,191,130,211,135
0,97,83,36,241,94,69,73,31
0,95,34,139,118,19,58,8,20
0,65,137,193,96,213,11,101,251
0,170,10,250,156,178,66,174,129
0,254,95,160,5,68,31,211,202
0,205,193,217,118,115,29,206,180
0,240,1,215,217,95,131,14,209
0,67,169,76,178,231,111,26,9
0,254,63,181,21,100,117,159,87
0,86,119,193,241,207,80,180,48
0,117,192,225,104,19,225,183,245
0,149,49,170,135,115,22,126,110
1,47,189,10,13,30,67,2,29
0,126,75,181,212,174,121,163,131
0,117,127,162,202,76,184,1,26
0,212,109,69,42,207,244,183,213
0,27,165,185,162,126,143,126,48
0,55,54,199,253,121,80,43,202
0,197,136,42,141,205,138,212,143
0,79,98,114,59,33,249,101,82
0,107,247,112,78,33,223,211,195
0,174,165,76,118,112,156,162,10
0,231,205,128,81,0,214,214,91
0,253,189,206,150,65,76,251,223
0,13,153,170,135,69,35,39,53
0,65,147,128,140,244,159,206,108
0,55,3,202,134,227,225,162,202
0,22,110,37,36,102,183,159,142
0,25,27,119,131,46,47,213,163
0,220,83,231,83,16,101,158,228
0,167,80,202,192,93,145,222,104
0,254,180,22,116,125,144,209,167
0,236,60,147,75,49,76,60,9
0,218,168,45,32,202,136,132,154
0,115,184,74,75,58,133,74,225
0,234,127,157,45,66,25,105,141
0,46,80,142,97,10,20,185,165
0,185,148,195,60,188,101,109,13
0,240,175,150,73,66,186,175,23
0,232,244,212,61,111,164,20,109
1,28,188,52,99,215,118,183,228
0,77,78,232,144,142,114,162,248
1,67,115,45,154,136,210,53,13
0,13,160,40,115,210,116,161,22
0,197,143,105,145,237,119,151,10
1,39,182,200,73,136,239,231,195
0,96,253,217,27,177,46,23,196
1,224,232,113,224,244,170,61,98
0,167,130,89,124,28,111,52,158
0,153,16,157,199,142,46,22,149
1,33,145,13,134,164,246,203,205
0,233,91,7,75,126,220,177,153
0,2,60,23,153,16,90,126,183
0,203,86,73,104,89,254,136,138
0,149,197,236,226,27,15,209,69
0,95,160,13,59,67,222,14,49
0,164,113,220,100,64,216,103,166
0,76,55,27,156,251,11,163,87
0,220,239,78,170,182,28,223,23
0,102,113,88,153,73,195,179,151
0,27,115,105,59,93,74,191,96
0,168,113,226,75,115,66,61,56
0,219,249,85,46,56,38,189,91
0,200,44,73,126,109,220,31,59
0,39,6,196,20,109,217,210,150
0,213,182,74,27,152,115,48,137
0,215,202,20,19,70,191,62,251
1,47,232,230,202,110,112,98,254
0,154,200,193,178,2,78,49,187
0,127,227,164,23,73,42,164,78
0,151,158,143,140,84,95,184,163
0,228,125,127,75,205,89,176,35
0,27,190,253,240,5,170,124,119
0,148,128,40,131,208,161,121,129
0,42,180,94,149,45,149,237,27
0,27,106,105,150,149,188,192,89
0,29,205,105,196,229,158,25,26
0,99,154,80,80,93,249,210,7
0,32,189,249,50,39,164,161,51
0,55,188,37,55,46,42,137,182
0,78,181,236,123,16,10,127,229
0,85,232,224,123,15,123,115,164
0,14,188,113,59,164,55,63,122
1,46,152,41,156,201,196,217,181
0,248,47,149,189,49,239,217,71
0,118,82,127,220,222,201,205,62
1,224,182,119,246,154,163,252,244
0,185,104,79,145,132,142,117,144
0,145,208,255,184,57,239,53,152
0,119,108,225,97,241,201,160,29
0,150,108,253,242,44,156,200,33
0,146,86,208,224,219,39,151,84
0,233,35,169,164,20,131,119,165
0,220,36,197,151,184,242,137,118
0,41,212,151,224,144,235,5,51
0,141,69,22,206,235,88,119,118
0,40,130,96,233,57,156,128,49
0,207,69,92,166,27,156,14,225
0,117,157,92,199,229,91,67,147
0,192,142,200,42,47,2,46,62
0,251,22,212,86,65,59,61,118
0,140,132,33,12,136,71,210,243
0,196,152,103,114,121,180,76,214
0,120,69,24,105,164,70,240,53
0,187,236,105,230,91,125,155,130
0,101,232,110,102,98,31,125,247
0,240,122,29,147,151,84,17,207
0,55,17,40,73,219,34,7,84
0,138,130,35,144,49,187,79,7
0,68,193,105,86,19,172,39,82
0,144,37,55,201,123,5,163,61
1,68,233,6,40,160,253,155,163
0,70,182,186,118,145,201,14,53
0,219,143,196,75,47,11,177,3
0,186,0,75,103,47,137,61,187
0,240,62,40,126,200,138,109,50
0,58,35,214,248,121,15,180,56
0,114,130,169,138,184,166,84,58
0,2,131,89,97,191,244,150,49
0,149,199,211,75,214,67,8,51
0,173,82,68,131,20,8,119,51
0,24,253,252,191,102,160,147,51
0,164,90,96,193,153,215,230,51
0,16,219,98,40,91,160,161,250
0,34,110,113,166,82,106,162,38
0,250,130,37,33,43,227,126,19
0,215,98,51,123,147,39,158,223
0,236,105,47,52,136,196,168,141
0,27,45,78,192,6,196,22,82
0,114,253,105,142,93,10,252,172
0,238,46,129,231,108,192,92,59
0,106,215,170,213,57,39,83,146
0,201,232,96,82,111,146,61,231
0,232,116,78,131,44,241,76,29
1,242,228,237,72,160,129,233,27
0,232,61,76,64,154,156,42,142
0,250,115,37,14,254,90,5,70
0,250,198,183,100,27,247,163,58
0,30,0,113,247,241,250,171,86
0,153,4,167,82,100,66,115,26
0,33,232,191,168,99,3,172,77
1,21,169,214,86,178,196,239,50
1,9,168,74,155,205,177,217,190
0,175,240,104,124,247,92,26,9
0,165,130,56,194,201,11,100,82
0,194,178,105,59,251,136,52,32
0,224,90,208,133,44,70,48,72
0,178,98,123,32,31,96,105,46
0,136,182,166,100,84,42,200,10
0,223,209,10,97,204,62,3,117
0,232,44,255,35,57,116,10,33
0,17,11,183,183,214,120,126,143
0,154,242,164,197,159,84,31,102
0,167,193,23,20,126,116,161,33
0,250,3,245,118,184,141,111,220
0,180,162,186,12,175,5,83,32
0,119,142,150,85,2,172,226,49
0,92,113,21,195,46,76,217,9
0,46,61,25,82,233,56,161,218
0,170,64,223,177,241,10,172,250
0,100,61,211,69,252,134,18,144
0,164,46,66,118,151,59,115,49
0,212,121,53,240,54,160,115,132
0,195,181,46,86,113,181,228,53
1,150,210,104,162,201,220,166,26
0,186,181,88,11,136,170,159,160
0,165,183,127,93,239,146,115,59
0,28,80,45,57,19,154,135,194
1,250,205,208,152,208,217,190,140
0,232,126,249,235,14,178,171,212
1,234,213,141,75,240,134,166,186
0,68,65,135,169,166,204,96,35
0,247,207,131,110,58,242,36,39
0,191,23,31,27,44,141,61,182
0,43,210,85,201,219,141,15,138
0,224,182,37,10,191,46,112,87
0,227,6,197,147,44,141,10,182
0,208,159,33,79,62,218,159,48
1,173,113,238,67,251,223,126,146
0,46,58,204,32,82,178,132,244
0,236,131,139,197,227,3,94,218
0,219,84,20,138,194,201,67,175
0,32,98,78,41,19,174,235,57
0,60,4,144,231,14,59,51,59
0,153,66,211,75,193,25,78,43
0,250,233,129,237,54,5,57,94
0,94,26,180,116,126,121,62,80
1,234,232,61,248,74,247,115,213
0,40,80,125,224,119,146,28,176
0,144,76,40,95,57,59,254,144
0,121,236,63,192,57,165,4,179
0,162,142,141,149,32,91,223,138
0,78,236,73,78,74,211,83,4
0,145,103,23,116,111,188,101,251
0,52,17,141,124,96,42,72,13
0,200,182,199,205,57,136,128,165
0,82,86,163,73,93,110,224,97
0,39,144,243,220,154,240,26,53
0,143,115,40,26,19,172,40,65
0,118,27,176,97,44,95,161,22
0,113,102,139,224,178,160,29,21
0,165,228,129,86,142,157,158,42
0,97,6,214,86,46,91,21,33
0,170,98,76,32,191,83,117,157
1,3,76,216,86,184,195,182,228
0,188,17,62,105,20,167,18,225
0,226,98,131,97,111,186,7,37
0,150,197,211,156,112,27,59,255
0,220,17,104,97,205,220,136,176
0,151,46,102,59,140,223,6,35
0,103,76,232,52,180,67,88,243
1,99,34,174,59,242,172,239,250
0,192,113,23,10,113,254,63,235
1,153,145,202,116,224,115,224,149
0,78,90,144,123,180,118,161,115
0,250,143,169,40,102,167,31,43
0,103,255,88,167,169,70,26,34
0,27,251,87,191,104,204,136,91
0,195,130,192,214,220,160,14,91
0,205,140,37,83,109,196,164,244
1,117,200,63,233,91,236,167,231
0,190,11,38,32,184,137,183,132
0,115,26,161,126,57,89,129,140
0,143,82,45,79,191,192,123,102
0,228,148,225,34,113,242,32,110
0,207,199,20,75,78,19,63,0
0,220,56,14,116,129,227,159,78
0,46,54,14,79,135,181,36,163
0,164,24,144,42,159,113,236,93
0,160,76,237,97,147,160,110,48
0,27,46,20,97,195,216,171,163
0,10,90,131,175,209,254,57,131
0,187,103,208,34,47,242,173,138
0,145,17,187,93,244,188,128,9
0,25,128,253,131,177,136,39,51
0,66,33,195,164,54,201,213,102
0,55,233,105,77,184,42,175,53
0,160,90,70,233,152,157,100,154
0,136,81,161,155,247,211,54,91
0,33,228,169,59,46,191,168,138
0,196,161,40,231,102,236,189,140
0,232,158,26,131,154,141,129,59
1,123,136,237,136,169,191,153,243
0,112,116,139,87,25,127,185,1
0,206,100,113,210,219,92,30,220
0,194,225,129,47,57,103,212,194
1,249,150,206,240,251,238,185,26
0,77,6,176,142,138,160,252,109
0,248,20,249,155,49,210,251,241
0,233,151,191,224,16,180,115,88
1,146,219,21,210,184,247,213,26
0,27,55,180,30,153,11,1,51
0,157,11,63,205,31,241,98,87
0,223,143,186,50,147,29,48,62
0,250,75,103,34,109,112,252,117
0,145,148,150,97,72,172,166,39
0,109,46,213,52,76,62,115,30
0,250,210,4,108,177,123,177,78
0,134,113,84,32,41,89,125,156
0,250,251,183,50,109,220,84,65
0,164,207,98,32,195,152,39,34
0,85,230,148,136,181,119,162,9
0,33,99,187,124,111,81,79,53
0,145,36,123,71,161,220,98,77
0,20,212,85,118,19,187,83,163
0,25,169,161,153,63,44,36,229
0,143,230,113,41,21,113,241,51
1,213,49,94,75,208,227,230,217
0,234,130,148,191,85,158,192,138
0,158,113,39,126,151,66,142,162
1,53,151,114,75,172,178,221,247
0,248,222,232,156,14,11,155,198
0,3,82,51,196,251,172,208,164
0,40,37,202,45,49,223,213,254
0,133,93,141,152,28,106,185,165
0,33,128,129,67,81,92,185,251
0,226,206,211,237,205,108,14,16
0,165,136,119,192,254,23,240,77
0,250,190,54,85,201,171,213,61
0,233,99,236,191,201,38,213,247
0,36,148,98,203,191,134,9,78
1,172,232,186,98,181,181,209,228
0,123,69,214,204,187,133,62,53
0,25,113,3,254,109,167,27,89
0,100,87,129,97,102,112,34,203
0,143,76,214,82,240,76,122,146
0,191,232,78,108,139,66,121,74
0,173,236,139,193,42,55,33,132
1,4,251,113,158,247,215,105,154
1,81,232,238,95,101,220,115,91
0,81,4,180,167,125,96,14,10
1,185,200,129,224,126,243,246,58
0,187,103,177,97,36,118,14,9
0,40,251,96,201,111,216,14,166
0,213,148,213,193,70,80,61,58
0,70,112,85,8,164,161,221,58
0,175,82,238,20,203,157,174,53
0,46,37,26,10,205,214,14,24
0,76,17,113,74,46,161,108,161
0,116,3,18,175,119,87,180,78
0,220,196,13,137,191,136,63,182
0,181,143,193,44,160,222,119,77
1,104,247,233,129,171,166,93,252
0,23,236,182,58,46,217,132,143
0,188,80,141,19,126,241,119,13
0,229,251,131,131,214,71,18,23
0,204,58,233,121,181,6,252,254
0,250,80,186,86,71,38,109,152
0,32,3,249,131,19,38,76,235
0,91,104,66,78,120,2,42,237
0,215,40,213,84,151,170,213,176
0,187,35,20,79,122,47,221,235
0,4,190,78,152,111,244,71,28
0,138,236,149,54,64,91,182,58
0,154,77,7,197,2,246,136,129
0,3,122,113,96,59,134,7,64
0,48,152,104,169,102,115,213,158
0,164,35,20,50,169,118,96,174
0,72,210,105,0,167,72,155,244
0,145,143,124,193,191,216,45,51
0,147,245,57,130,67,70,171,154
0,232,46,82,192,88,175,83,93
0,16,98,85,230,21,66,109,33
0,240,231,128,234,141,178,59,89
0,150,77,141,85,177,116,189,65
0,214,90,93,175,162,196,164,87
0,205,174,225,174,58,174,136,223
0,18,94,51,8,142,170,145,5
0,231,49,163,46,227,85,179,69
0,122,181,196,18,16,137,176,52
0,11,121,21,42,19,118,231,64
0,172,56,76,129,46,200,155,56
0,247,171,193,192,143,63,163,248
0,14,128,21,137,27,35,10,244
0,220,26,65,192,247,123,171,36
0,11,103,215,105,67,136,227,147
0,249,142,93,163,62,121,111,43
0,250,93,191,64,52,59,252,29
0,192,122,103,134,46,66,26,217
0,20,115,37,239,112,190,238,96
0,250,121,88,153,184,107,239,59
1,242,187,80,230,252,181,185,70
0,251,11,74,191,181,98,51,53
0,136,152,243,123,27,110,110,154
0,25,113,52,32,5,196,104,38
0,23,105,38,134,251,241,74,182
0,84,134,47,175,73,88,65,136
0,215,130,63,176,237,110,209,199
0,73,232,225,99,182,99,50,78
0,172,202,29,17,15,16,213,244
0,186,226,38,192,231,168,70,136
0,164,97,26,192,93,92,58,34
